district_code,site_id,sex,single_multiple_birth,birth_count,,
10013080,"Jiuru Township, Pingtung County",M,triplets,0,,
10013080,"Jiuru Township, Pingtung County",F,triplets,0,,
10013080,"Jiuru Township, Pingtung County",F,twins,0,,
10013070,"Linluo Township, Pingtung County",F,singleton,28,,
10013070,"Linluo Township, Pingtung County",M,singleton,18,,
10013070,"Linluo Township, Pingtung County",M,twins,2,,
10013070,"Linluo Township, Pingtung County",F,twins,2,,
10013070,"Linluo Township, Pingtung County",M,triplets,0,,
10013070,"Linluo Township, Pingtung County",F,triplets,0,,
10013060,"Changzhi Township, Pingtung County",F,singleton,59,,
10013060,"Changzhi Township, Pingtung County",M,singleton,49,,
10013060,"Changzhi Township, Pingtung County",M,twins,1,,
10013060,"Changzhi Township, Pingtung County",F,twins,1,,
10013060,"Changzhi Township, Pingtung County",M,triplets,0,,
10013060,"Changzhi Township, Pingtung County",F,triplets,0,,
10013050,"Wandan Township, Pingtung County",F,singleton,124,,
10013050,"Wandan Township, Pingtung County",M,singleton,121,,
10013050,"Wandan Township, Pingtung County",M,twins,5,,
10013050,"Wandan Township, Pingtung County",F,twins,5,,
10013050,"Wandan Township, Pingtung County",M,triplets,0,,
10013050,"Wandan Township, Pingtung County",F,triplets,0,,
10013040,"Hengchun Township, Pingtung County",M,singleton,131,,
10013040,"Hengchun Township, Pingtung County",F,singleton,130,,
10013040,"Hengchun Township, Pingtung County",F,twins,8,,
10013040,"Hengchun Township, Pingtung County",F,triplets,2,,
10013040,"Hengchun Township, Pingtung County",M,twins,2,,
10013040,"Hengchun Township, Pingtung County",M,triplets,1,,
10013030,"Donggang Township, Pingtung County",M,singleton,93,,
10013030,"Donggang Township, Pingtung County",F,singleton,83,,
10013030,"Donggang Township, Pingtung County",M,twins,7,,
10013030,"Donggang Township, Pingtung County",F,twins,1,,
10013030,"Donggang Township, Pingtung County",M,triplets,0,,
10013030,"Donggang Township, Pingtung County",F,triplets,0,,
10013020,"Chaozhou Township, Pingtung County",M,singleton,130,,
10013020,"Chaozhou Township, Pingtung County",F,singleton,118,,
10013020,"Chaozhou Township, Pingtung County",M,twins,4,,
10013020,"Chaozhou Township, Pingtung County",F,twins,2,,
10013020,"Chaozhou Township, Pingtung County",M,triplets,0,,
10013020,"Chaozhou Township, Pingtung County",F,triplets,0,,
10013010,"Pingtung City, Pingtung County",M,singleton,476,,
10013010,"Pingtung City, Pingtung County",F,singleton,449,,
10013010,"Pingtung City, Pingtung County",M,twins,14,,
10013010,"Pingtung City, Pingtung County",F,twins,14,,
10013010,"Pingtung City, Pingtung County",M,triplets,3,,
10013010,"Pingtung City, Pingtung County",F,triplets,3,,
10010180,"Alishan Township, Chiayi County",F,singleton,16,,
10010180,"Alishan Township, Chiayi County",M,singleton,12,,
10010180,"Alishan Township, Chiayi County",F,twins,2,,
10010180,"Alishan Township, Chiayi County",M,triplets,0,,
10010180,"Alishan Township, Chiayi County",F,triplets,0,,
10010180,"Alishan Township, Chiayi County",M,twins,0,,
10010170,"Dapu Township, Chiayi County",M,singleton,25,,
10010170,"Dapu Township, Chiayi County",F,singleton,11,,
10010170,"Dapu Township, Chiayi County",F,twins,2,,
10010170,"Dapu Township, Chiayi County",M,triplets,0,,
10010170,"Dapu Township, Chiayi County",F,triplets,0,,
10010170,"Dapu Township, Chiayi County",M,twins,0,,
10010160,"Fanlu Township, Chiayi County",M,singleton,26,,
10010160,"Fanlu Township, Chiayi County",F,singleton,25,,
10010160,"Fanlu Township, Chiayi County",F,twins,2,,
10010160,"Fanlu Township, Chiayi County",M,triplets,0,,
10010160,"Fanlu Township, Chiayi County",F,triplets,0,,
10010160,"Fanlu Township, Chiayi County",M,twins,0,,
10010150,"Meishan Township, Chiayi County",M,singleton,47,,
10010150,"Meishan Township, Chiayi County",F,singleton,41,,
10010150,"Meishan Township, Chiayi County",M,twins,5,,
10010150,"Meishan Township, Chiayi County",F,twins,3,,
10010150,"Meishan Township, Chiayi County",M,triplets,0,,
10010150,"Meishan Township, Chiayi County",F,triplets,0,,
10010140,"Zhuqi Township, Chiayi County",M,singleton,123,,
10010140,"Zhuqi Township, Chiayi County",F,singleton,110,,
10010140,"Zhuqi Township, Chiayi County",F,twins,4,,
10010140,"Zhuqi Township, Chiayi County",M,twins,3,,
10010140,"Zhuqi Township, Chiayi County",M,triplets,0,,
10010140,"Zhuqi Township, Chiayi County",F,triplets,0,,
10010130,"Zhongpu Township, Chiayi County",M,singleton,146,,
10010130,"Zhongpu Township, Chiayi County",F,singleton,136,,
10010130,"Zhongpu Township, Chiayi County",M,twins,4,,
10010130,"Zhongpu Township, Chiayi County",F,twins,2,,
10010130,"Zhongpu Township, Chiayi County",M,triplets,0,,
10010130,"Zhongpu Township, Chiayi County",F,triplets,0,,
10010120,"Shuishang Township, Chiayi County",F,singleton,123,,
10010120,"Shuishang Township, Chiayi County",M,singleton,108,,
10010120,"Shuishang Township, Chiayi County",M,twins,4,,
10010120,"Shuishang Township, Chiayi County",F,twins,2,,
10010120,"Shuishang Township, Chiayi County",M,triplets,0,,
10010120,"Shuishang Township, Chiayi County",F,triplets,0,,
10010110,"Lucao Township, Chiayi County",M,singleton,33,,
10010110,"Lucao Township, Chiayi County",F,singleton,31,,
10010110,"Lucao Township, Chiayi County",M,twins,2,,
10010110,"Lucao Township, Chiayi County",M,triplets,0,,
10010110,"Lucao Township, Chiayi County",F,triplets,0,,
10010110,"Lucao Township, Chiayi County",F,twins,0,,
10010100,"Yizhu Township, Chiayi County",M,singleton,43,,
10010100,"Yizhu Township, Chiayi County",F,singleton,33,,
10010100,"Yizhu Township, Chiayi County",M,triplets,0,,
10010100,"Yizhu Township, Chiayi County",F,triplets,0,,
10010100,"Yizhu Township, Chiayi County",M,twins,0,,
10010100,"Yizhu Township, Chiayi County",F,twins,0,,
10010090,"Dongshi Township, Chiayi County",M,singleton,56,,
10010090,"Dongshi Township, Chiayi County",F,singleton,50,,
10010090,"Dongshi Township, Chiayi County",M,twins,1,,
10010090,"Dongshi Township, Chiayi County",F,twins,1,,
10010090,"Dongshi Township, Chiayi County",M,triplets,0,,
10010090,"Dongshi Township, Chiayi County",F,triplets,0,,
10010080,"Liujiao Township, Chiayi County",M,singleton,46,,
10010080,"Liujiao Township, Chiayi County",F,singleton,45,,
10010080,"Liujiao Township, Chiayi County",M,twins,3,,
10010080,"Liujiao Township, Chiayi County",F,twins,1,,
10010080,"Liujiao Township, Chiayi County",M,triplets,0,,
10010080,"Liujiao Township, Chiayi County",F,triplets,0,,
10010070,"Xingang Township, Chiayi County",M,singleton,83,,
10010070,"Xingang Township, Chiayi County",F,singleton,62,,
10010070,"Xingang Township, Chiayi County",F,twins,5,,
10010070,"Xingang Township, Chiayi County",M,twins,1,,
10010070,"Xingang Township, Chiayi County",M,triplets,0,,
10010070,"Xingang Township, Chiayi County",F,triplets,0,,
10010060,"Xikou Township, Chiayi County",M,singleton,31,,
10010060,"Xikou Township, Chiayi County",F,singleton,26,,
10010060,"Xikou Township, Chiayi County",F,twins,2,,
10010060,"Xikou Township, Chiayi County",M,triplets,0,,
10010060,"Xikou Township, Chiayi County",F,triplets,0,,
10010060,"Xikou Township, Chiayi County",M,twins,0,,
10010050,"Minxiong Township, Chiayi County",M,singleton,186,,
10010050,"Minxiong Township, Chiayi County",F,singleton,172,,
10010050,"Minxiong Township, Chiayi County",M,twins,6,,
10010050,"Minxiong Township, Chiayi County",F,twins,6,,
10010050,"Minxiong Township, Chiayi County",M,triplets,0,,
10010050,"Minxiong Township, Chiayi County",F,triplets,0,,
10010040,"Dalin Township, Chiayi County",M,singleton,63,,
10010040,"Dalin Township, Chiayi County",F,singleton,58,,
10010040,"Dalin Township, Chiayi County",M,twins,2,,
10010040,"Dalin Township, Chiayi County",M,triplets,0,,
10010040,"Dalin Township, Chiayi County",F,triplets,0,,
10010040,"Dalin Township, Chiayi County",F,twins,0,,
10010030,"Budai Township, Chiayi County",F,singleton,72,,
10010030,"Budai Township, Chiayi County",M,singleton,60,,
10010030,"Budai Township, Chiayi County",M,triplets,0,,
10010030,"Budai Township, Chiayi County",F,triplets,0,,
10010030,"Budai Township, Chiayi County",M,twins,0,,
10010030,"Budai Township, Chiayi County",F,twins,0,,
10010020,"Puzi City, Chiayi County",M,singleton,133,,
10010020,"Puzi City, Chiayi County",F,singleton,104,,
10010020,"Puzi City, Chiayi County",M,twins,3,,
10010020,"Puzi City, Chiayi County",F,twins,3,,
10010020,"Puzi City, Chiayi County",M,triplets,0,,
10010020,"Puzi City, Chiayi County",F,triplets,0,,
10010010,"Taibao City, Chiayi County",F,singleton,132,,
10010010,"Taibao City, Chiayi County",M,singleton,122,,
10010010,"Taibao City, Chiayi County",F,twins,6,,
10010010,"Taibao City, Chiayi County",M,triplets,0,,
10010010,"Taibao City, Chiayi County",F,triplets,0,,
10010010,"Taibao City, Chiayi County",M,twins,0,,
10009200,"Shuilin Township, Yunlin County",M,singleton,52,,
10009200,"Shuilin Township, Yunlin County",F,singleton,46,,
10009200,"Shuilin Township, Yunlin County",M,twins,1,,
10009200,"Shuilin Township, Yunlin County",F,twins,1,,
10009200,"Shuilin Township, Yunlin County",M,triplets,0,,
10009200,"Shuilin Township, Yunlin County",F,triplets,0,,
10009190,"Kouhu Township, Yunlin County",F,singleton,60,,
10009190,"Kouhu Township, Yunlin County",M,singleton,57,,
10009190,"Kouhu Township, Yunlin County",F,twins,5,,
10009190,"Kouhu Township, Yunlin County",M,twins,1,,
10009190,"Kouhu Township, Yunlin County",M,triplets,0,,
10009190,"Kouhu Township, Yunlin County",F,triplets,0,,
10009180,"Sihu Township, Yunlin County",F,singleton,54,,
10009180,"Sihu Township, Yunlin County",M,singleton,47,,
10009180,"Sihu Township, Yunlin County",M,twins,3,,
10009180,"Sihu Township, Yunlin County",F,twins,1,,
10009180,"Sihu Township, Yunlin County",M,triplets,0,,
10009180,"Sihu Township, Yunlin County",F,triplets,0,,
10009170,"Yuanchang Township, Yunlin County",M,singleton,60,,
10009170,"Yuanchang Township, Yunlin County",F,singleton,51,,
10009170,"Yuanchang Township, Yunlin County",F,twins,2,,
10009170,"Yuanchang Township, Yunlin County",M,triplets,0,,
10009170,"Yuanchang Township, Yunlin County",F,triplets,0,,
10009170,"Yuanchang Township, Yunlin County",M,twins,0,,
10009160,"Taixi Township, Yunlin County",M,singleton,55,,
10009160,"Taixi Township, Yunlin County",F,singleton,51,,
10009160,"Taixi Township, Yunlin County",F,twins,4,,
10009160,"Taixi Township, Yunlin County",M,triplets,0,,
10009160,"Taixi Township, Yunlin County",F,triplets,0,,
10009160,"Taixi Township, Yunlin County",M,twins,0,,
10009150,"Baozhong Township, Yunlin County",F,singleton,31,,
10009150,"Baozhong Township, Yunlin County",M,singleton,27,,
10009150,"Baozhong Township, Yunlin County",M,triplets,0,,
10009150,"Baozhong Township, Yunlin County",F,triplets,0,,
10009150,"Baozhong Township, Yunlin County",M,twins,0,,
10009150,"Baozhong Township, Yunlin County",F,twins,0,,
10009140,"Dongshi Township, Yunlin County",F,singleton,30,,
10009140,"Dongshi Township, Yunlin County",M,singleton,24,,
10009140,"Dongshi Township, Yunlin County",M,triplets,0,,
10009140,"Dongshi Township, Yunlin County",F,triplets,0,,
10009140,"Dongshi Township, Yunlin County",M,twins,0,,
10009140,"Dongshi Township, Yunlin County",F,twins,0,,
10009130,"Mailiao Township, Yunlin County",F,singleton,238,,
10009130,"Mailiao Township, Yunlin County",M,singleton,233,,
10009130,"Mailiao Township, Yunlin County",M,twins,10,,
10009130,"Mailiao Township, Yunlin County",F,twins,2,,
10009130,"Mailiao Township, Yunlin County",M,triplets,0,,
10009130,"Mailiao Township, Yunlin County",F,triplets,0,,
10009120,"Lunbei Township, Yunlin County",M,singleton,66,,
10009120,"Lunbei Township, Yunlin County",F,singleton,59,,
10009120,"Lunbei Township, Yunlin County",M,twins,1,,
10009120,"Lunbei Township, Yunlin County",F,twins,1,,
10009120,"Lunbei Township, Yunlin County",M,triplets,0,,
10009120,"Lunbei Township, Yunlin County",F,triplets,0,,
10009110,"Erlun Township, Yunlin County",M,singleton,65,,
10009110,"Erlun Township, Yunlin County",F,singleton,60,,
10009110,"Erlun Township, Yunlin County",F,twins,6,,
10009110,"Erlun Township, Yunlin County",M,triplets,0,,
10009110,"Erlun Township, Yunlin County",F,triplets,0,,
10009110,"Erlun Township, Yunlin County",M,twins,0,,
10009100,"Linnei Township, Yunlin County",M,singleton,42,,
10009100,"Linnei Township, Yunlin County",F,singleton,36,,
10009100,"Linnei Township, Yunlin County",M,twins,1,,
10009100,"Linnei Township, Yunlin County",F,twins,1,,
10009100,"Linnei Township, Yunlin County",M,triplets,0,,
10009100,"Linnei Township, Yunlin County",F,triplets,0,,
10009090,"Zutong Township, Yunlin County",M,singleton,97,,
10009090,"Zutong Township, Yunlin County",F,singleton,73,,
10009090,"Zutong Township, Yunlin County",M,twins,6,,
10009090,"Zutong Township, Yunlin County",F,twins,3,,
10009090,"Zutong Township, Yunlin County",M,triplets,0,,
10009090,"Zutong Township, Yunlin County",F,triplets,0,,
10009080,"Dapi Township, Yunlin County",F,singleton,53,,
10009080,"Dapi Township, Yunlin County",M,singleton,50,,
10009080,"Dapi Township, Yunlin County",M,twins,2,,
10009080,"Dapi Township, Yunlin County",F,twins,2,,
10009080,"Dapi Township, Yunlin County",M,triplets,0,,
10009080,"Dapi Township, Yunlin County",F,triplets,0,,
10009070,"Gukeng Township, Yunlin County",M,singleton,87,,
10009070,"Gukeng Township, Yunlin County",F,singleton,60,,
10009070,"Gukeng Township, Yunlin County",M,triplets,0,,
10009070,"Gukeng Township, Yunlin County",F,triplets,0,,
10009070,"Gukeng Township, Yunlin County",M,twins,0,,
10009070,"Gukeng Township, Yunlin County",F,twins,0,,
10009060,"Beigang Town, Yunlin County",M,singleton,104,,
10009060,"Beigang Town, Yunlin County",F,singleton,92,,
10009060,"Beigang Town, Yunlin County",F,twins,2,,
10009060,"Beigang Town, Yunlin County",M,triplets,0,,
10009060,"Beigang Town, Yunlin County",F,triplets,0,,
10009060,"Beigang Town, Yunlin County",M,twins,0,,
10009050,"Tuku Town, Yunlin County",M,singleton,82,,
10009050,"Tuku Town, Yunlin County",F,singleton,71,,
10009050,"Tuku Town, Yunlin County",M,twins,4,,
10009050,"Tuku Town, Yunlin County",F,twins,4,,
10009050,"Tuku Town, Yunlin County",M,triplets,0,,
10009050,"Tuku Town, Yunlin County",F,triplets,0,,
10009040,"Xiluo Town, Yunlin County",M,singleton,149,,
10009040,"Xiluo Town, Yunlin County",F,singleton,143,,
10009040,"Xiluo Town, Yunlin County",M,twins,2,,
10009040,"Xiluo Town, Yunlin County",F,twins,2,,
10009040,"Xiluo Town, Yunlin County",M,triplets,0,,
10009040,"Xiluo Town, Yunlin County",F,triplets,0,,
10009030,"Huwei Town, Yunlin County",M,singleton,204,,
10009030,"Huwei Town, Yunlin County",F,singleton,199,,
10009030,"Huwei Town, Yunlin County",F,twins,12,,
10009030,"Huwei Town, Yunlin County",M,twins,8,,
10009030,"Huwei Town, Yunlin County",M,triplets,0,,
10009030,"Huwei Town, Yunlin County",F,triplets,0,,
10009020,"Dounan Town, Yunlin County",M,singleton,107,,
10009020,"Dounan Town, Yunlin County",F,singleton,102,,
10009020,"Dounan Town, Yunlin County",M,twins,7,,
10009020,"Dounan Town, Yunlin County",F,twins,3,,
10009020,"Dounan Town, Yunlin County",M,triplets,0,,
10009020,"Dounan Town, Yunlin County",F,triplets,0,,
10009010,"Douliu City, Yunlin County",M,singleton,310,,
10009010,"Douliu City, Yunlin County",F,singleton,270,,
10009010,"Douliu City, Yunlin County",M,twins,19,,
10009010,"Douliu City, Yunlin County",F,twins,17,,
10009010,"Douliu City, Yunlin County",M,triplets,0,,
10009010,"Douliu City, Yunlin County",F,triplets,0,,
10008130,"Ren'ai Township, Nantou County",M,singleton,89,,
10008130,"Ren'ai Township, Nantou County",F,singleton,69,,
10008130,"Ren'ai Township, Nantou County",F,twins,3,,
10008130,"Ren'ai Township, Nantou County",M,twins,1,,
10008130,"Ren'ai Township, Nantou County",M,triplets,0,,
10008130,"Ren'ai Township, Nantou County",F,triplets,0,,
10008120,"Xinyi Township, Nantou County",M,singleton,95,,
10008120,"Xinyi Township, Nantou County",F,singleton,81,,
10008120,"Xinyi Township, Nantou County",M,triplets,0,,
10008120,"Xinyi Township, Nantou County",F,triplets,0,,
10008120,"Xinyi Township, Nantou County",M,twins,0,,
10008120,"Xinyi Township, Nantou County",F,twins,0,,
10008110,"Shuili Township, Nantou County",M,singleton,59,,
10008110,"Shuili Township, Nantou County",F,singleton,46,,
10008110,"Shuili Township, Nantou County",M,triplets,3,,
10008110,"Shuili Township, Nantou County",F,triplets,0,,
10008110,"Shuili Township, Nantou County",M,twins,0,,
10008110,"Shuili Township, Nantou County",F,twins,0,,
10008100,"Guoxing Township, Nantou County",M,singleton,43,,
10008100,"Guoxing Township, Nantou County",F,singleton,32,,
10008100,"Guoxing Township, Nantou County",M,triplets,0,,
10008100,"Guoxing Township, Nantou County",F,triplets,0,,
10008100,"Guoxing Township, Nantou County",M,twins,0,,
10008100,"Guoxing Township, Nantou County",F,twins,0,,
10008090,"Yuchi Township, Nantou County",M,singleton,46,,
10008090,"Yuchi Township, Nantou County",F,singleton,29,,
10008090,"Yuchi Township, Nantou County",M,twins,4,,
10008090,"Yuchi Township, Nantou County",F,twins,2,,
10008090,"Yuchi Township, Nantou County",M,triplets,0,,
10008090,"Yuchi Township, Nantou County",F,triplets,0,,
10008080,"Zhongliao Township, Nantou County",F,singleton,37,,
10008080,"Zhongliao Township, Nantou County",M,singleton,20,,
10008080,"Zhongliao Township, Nantou County",M,triplets,0,,
10008080,"Zhongliao Township, Nantou County",F,triplets,0,,
10008080,"Zhongliao Township, Nantou County",M,twins,0,,
10008080,"Zhongliao Township, Nantou County",F,twins,0,,
10008070,"Lugu Township, Nantou County",F,singleton,34,,
10008070,"Lugu Township, Nantou County",M,singleton,28,,
10008070,"Lugu Township, Nantou County",M,twins,4,,
10008070,"Lugu Township, Nantou County",F,twins,2,,
10008070,"Lugu Township, Nantou County",M,triplets,0,,
10008070,"Lugu Township, Nantou County",F,triplets,0,,
10008060,"Mingjian Township, Nantou County",M,singleton,104,,
10008060,"Mingjian Township, Nantou County",F,singleton,97,,
10008060,"Mingjian Township, Nantou County",M,twins,4,,
10008060,"Mingjian Township, Nantou County",F,twins,2,,
10008060,"Mingjian Township, Nantou County",M,triplets,0,,
10008060,"Mingjian Township, Nantou County",F,triplets,0,,
10008050,"Jiji Town, Nantou County",F,singleton,32,,
10008050,"Jiji Town, Nantou County",M,singleton,25,,
10008050,"Jiji Town, Nantou County",M,triplets,0,,
10008050,"Jiji Town, Nantou County",F,triplets,0,,
10008050,"Jiji Town, Nantou County",M,twins,0,,
10008050,"Jiji Town, Nantou County",F,twins,0,,
10008040,"Zhushan Town, Nantou County",M,singleton,126,,
10008040,"Zhushan Town, Nantou County",F,singleton,121,,
10008040,"Zhushan Town, Nantou County",M,twins,6,,
10008040,"Zhushan Town, Nantou County",F,twins,4,,
10008040,"Zhushan Town, Nantou County",M,triplets,0,,
10008040,"Zhushan Town, Nantou County",F,triplets,0,,
10008030,"Caotun Town, Nantou County",M,singleton,371,,
10008030,"Caotun Town, Nantou County",F,singleton,290,,
10008030,"Caotun Town, Nantou County",F,twins,12,,
10008030,"Caotun Town, Nantou County",M,twins,6,,
10008030,"Caotun Town, Nantou County",M,triplets,0,,
10008030,"Caotun Town, Nantou County",F,triplets,0,,
10008020,"Puli Township, Nantou County",M,singleton,210,,
10008020,"Puli Township, Nantou County",F,singleton,193,,
10008020,"Puli Township, Nantou County",M,twins,8,,
10008020,"Puli Township, Nantou County",F,twins,6,,
10008020,"Puli Township, Nantou County",F,triplets,3,,
10008020,"Puli Township, Nantou County",M,triplets,0,,
10008010,"Nantou City, Nantou County",F,singleton,243,,
10008010,"Nantou City, Nantou County",M,singleton,235,,
10008010,"Nantou City, Nantou County",M,twins,8,,
10008010,"Nantou City, Nantou County",F,twins,6,,
10008010,"Nantou City, Nantou County",M,triplets,0,,
10008010,"Nantou City, Nantou County",F,triplets,0,,
10007260,"Xizhou Township, Changhua County",M,singleton,134,,
10007260,"Xizhou Township, Changhua County",F,singleton,132,,
10007260,"Xizhou Township, Changhua County",M,twins,9,,
10007260,"Xizhou Township, Changhua County",F,twins,2,,
10007260,"Xizhou Township, Changhua County",M,triplets,0,,
10007260,"Xizhou Township, Changhua County",F,triplets,0,,
10007250,"Zhutang Township, Changhua County",F,singleton,71,,
10007250,"Zhutang Township, Changhua County",M,singleton,66,,
10007250,"Zhutang Township, Changhua County",M,twins,3,,
10007250,"Zhutang Township, Changhua County",F,twins,1,,
10007250,"Zhutang Township, Changhua County",M,triplets,0,,
10007250,"Zhutang Township, Changhua County",F,triplets,0,,
10007240,"Dacheng Township, Changhua County",F,singleton,46,,
10007240,"Dacheng Township, Changhua County",M,singleton,43,,
10007240,"Dacheng Township, Changhua County",M,twins,1,,
10007240,"Dacheng Township, Changhua County",F,twins,1,,
10007240,"Dacheng Township, Changhua County",M,triplets,0,,
10007240,"Dacheng Township, Changhua County",F,triplets,0,,
10007230,"Fangyuan Township, Changhua County",F,singleton,126,,
10007230,"Fangyuan Township, Changhua County",M,singleton,111,,
10007230,"Fangyuan Township, Changhua County",M,twins,5,,
10007230,"Fangyuan Township, Changhua County",F,twins,3,,
10007230,"Fangyuan Township, Changhua County",M,triplets,0,,
10007230,"Fangyuan Township, Changhua County",F,triplets,0,,
10007220,"Pitou Township, Changhua County",F,singleton,141,,
10007220,"Pitou Township, Changhua County",M,singleton,131,,
10007220,"Pitou Township, Changhua County",F,twins,7,,
10007220,"Pitou Township, Changhua County",M,twins,3,,
10007220,"Pitou Township, Changhua County",M,triplets,0,,
10007220,"Pitou Township, Changhua County",F,triplets,0,,
10007210,"Tianwei Township, Changhua County",F,singleton,119,,
10007210,"Tianwei Township, Changhua County",M,singleton,117,,
10007210,"Tianwei Township, Changhua County",M,twins,8,,
10007210,"Tianwei Township, Changhua County",F,twins,2,,
10007210,"Tianwei Township, Changhua County",M,triplets,0,,
10007210,"Tianwei Township, Changhua County",F,triplets,0,,
10007200,"Erlin Township, Changhua County",M,singleton,200,,
10007200,"Erlin Township, Changhua County",F,singleton,184,,
10007200,"Erlin Township, Changhua County",M,twins,8,,
10007200,"Erlin Township, Changhua County",F,twins,4,,
10007200,"Erlin Township, Changhua County",M,triplets,0,,
10007200,"Erlin Township, Changhua County",F,triplets,0,,
10007190,"Beidou Town, Changhua County",M,singleton,195,,
10007190,"Beidou Town, Changhua County",F,singleton,169,,
10007190,"Beidou Town, Changhua County",M,twins,10,,
10007190,"Beidou Town, Changhua County",F,twins,8,,
10007190,"Beidou Town, Changhua County",M,triplets,0,,
10007190,"Beidou Town, Changhua County",F,triplets,0,,
10007180,"Ershui Township, Changhua County",F,singleton,52,,
10007180,"Ershui Township, Changhua County",M,singleton,49,,
10007180,"Ershui Township, Changhua County",M,triplets,0,,
10007180,"Ershui Township, Changhua County",F,triplets,0,,
10007180,"Ershui Township, Changhua County",M,twins,0,,
10007180,"Ershui Township, Changhua County",F,twins,0,,
10007170,"Shetou Township, Changhua County",M,singleton,201,,
10007170,"Shetou Township, Changhua County",F,singleton,188,,
10007170,"Shetou Township, Changhua County",M,twins,16,,
10007170,"Shetou Township, Changhua County",F,twins,5,,
10007170,"Shetou Township, Changhua County",M,triplets,0,,
10007170,"Shetou Township, Changhua County",F,triplets,0,,
10007160,"Yongjing Township, Changhua County",F,singleton,139,,
10007160,"Yongjing Township, Changhua County",M,singleton,127,,
10007160,"Yongjing Township, Changhua County",F,twins,8,,
10007160,"Yongjing Township, Changhua County",M,twins,6,,
10007160,"Yongjing Township, Changhua County",F,triplets,2,,
10007160,"Yongjing Township, Changhua County",M,triplets,1,,
10007150,"Puxin Township, Changhua County",F,singleton,140,,
10007150,"Puxin Township, Changhua County",M,singleton,137,,
10007150,"Puxin Township, Changhua County",M,twins,6,,
10007150,"Puxin Township, Changhua County",F,triplets,2,,
10007150,"Puxin Township, Changhua County",F,twins,2,,
10007150,"Puxin Township, Changhua County",M,triplets,0,,
10007140,"Puyan Township, Changhua County",F,singleton,152,,
10007140,"Puyan Township, Changhua County",M,singleton,149,,
10007140,"Puyan Township, Changhua County",M,twins,9,,
10007140,"Puyan Township, Changhua County",F,twins,3,,
10007140,"Puyan Township, Changhua County",M,triplets,0,,
10007140,"Puyan Township, Changhua County",F,triplets,0,,
10007130,"Dacun Township, Changhua County",M,singleton,223,,
10007130,"Dacun Township, Changhua County",F,singleton,191,,
10007130,"Dacun Township, Changhua County",M,twins,12,,
10007130,"Dacun Township, Changhua County",F,twins,11,,
10007130,"Dacun Township, Changhua County",M,triplets,2,,
10007130,"Dacun Township, Changhua County",F,triplets,1,,
10007120,"Tianzhong Township, Changhua County",M,singleton,184,,
10007120,"Tianzhong Township, Changhua County",F,singleton,128,,
10007120,"Tianzhong Township, Changhua County",F,twins,8,,
10007120,"Tianzhong Township, Changhua County",M,twins,2,,
10007120,"Tianzhong Township, Changhua County",M,triplets,0,,
10007120,"Tianzhong Township, Changhua County",F,triplets,0,,
10007110,"Xihu Town, Changhua County",M,singleton,237,,
10007110,"Xihu Town, Changhua County",F,singleton,219,,
10007110,"Xihu Town, Changhua County",F,twins,12,,
10007110,"Xihu Town, Changhua County",M,twins,6,,
10007110,"Xihu Town, Changhua County",M,triplets,0,,
10007110,"Xihu Town, Changhua County",F,triplets,0,,
10007100,"Yuanlin City, Changhua County",M,singleton,549,,
10007100,"Yuanlin City, Changhua County",F,singleton,533,,
10007100,"Yuanlin City, Changhua County",F,twins,28,,
10007100,"Yuanlin City, Changhua County",M,twins,25,,
10007100,"Yuanlin City, Changhua County",M,triplets,0,,
10007100,"Yuanlin City, Changhua County",F,triplets,0,,
10007090,"Fenyuan Township, Changhua County",F,singleton,98,,
10007090,"Fenyuan Township, Changhua County",M,singleton,96,,
10007090,"Fenyuan Township, Changhua County",M,twins,2,,
10007090,"Fenyuan Township, Changhua County",F,twins,2,,
10007090,"Fenyuan Township, Changhua County",M,triplets,0,,
10007090,"Fenyuan Township, Changhua County",F,triplets,0,,
10007080,"Huatan Township, Changhua County",M,singleton,213,,
10007080,"Huatan Township, Changhua County",F,singleton,204,,
10007080,"Huatan Township, Changhua County",M,twins,8,,
10007080,"Huatan Township, Changhua County",F,twins,4,,
10007080,"Huatan Township, Changhua County",M,triplets,0,,
10007080,"Huatan Township, Changhua County",F,triplets,0,,
10007070,"Xiushui Township, Changhua County",M,singleton,197,,
10007070,"Xiushui Township, Changhua County",F,singleton,168,,
10007070,"Xiushui Township, Changhua County",M,twins,5,,
10007070,"Xiushui Township, Changhua County",F,twins,5,,
10007070,"Xiushui Township, Changhua County",F,triplets,2,,
10007070,"Xiushui Township, Changhua County",M,triplets,1,,
10007060,"Fuxing Township, Changhua County",F,singleton,217,,
10007060,"Fuxing Township, Changhua County",M,singleton,180,,
10007060,"Fuxing Township, Changhua County",M,twins,10,,
10007060,"Fuxing Township, Changhua County",F,twins,4,,
10007060,"Fuxing Township, Changhua County",M,triplets,0,,
10007060,"Fuxing Township, Changhua County",F,triplets,0,,
10007050,"Shengang Township, Changhua County",M,singleton,208,,
10007050,"Shengang Township, Changhua County",F,singleton,169,,
10007050,"Shengang Township, Changhua County",M,twins,16,,
10007050,"Shengang Township, Changhua County",F,twins,6,,
10007050,"Shengang Township, Changhua County",M,triplets,2,,
10007050,"Shengang Township, Changhua County",F,triplets,1,,
10007040,"XianXi Township, Changhua County",M,singleton,78,,
10007040,"XianXi Township, Changhua County",F,singleton,70,,
10007040,"XianXi Township, Changhua County",M,twins,5,,
