district_code,site_id,sex,single_multiple_birth,birth_count,,
63000100,"Neihu District, Taipei City",F,twins,54,,
63000100,"Neihu District, Taipei City",M,twins,47,,
63000100,"Neihu District, Taipei City",M,triplets,0,,
63000100,"Neihu District, Taipei City",F,triplets,0,,
63000090,"Nangang District, Taipei City",M,singleton,403,,
63000090,"Nangang District, Taipei City",F,singleton,367,,
63000090,"Nangang District, Taipei City",F,twins,24,,
63000090,"Nangang District, Taipei City",M,twins,21,,
63000090,"Nangang District, Taipei City",M,triplets,0,,
63000090,"Nangang District, Taipei City",F,triplets,0,,
63000080,"Wenshan District, Taipei City",M,singleton,842,,
63000080,"Wenshan District, Taipei City",F,singleton,767,,
63000080,"Wenshan District, Taipei City",M,twins,45,,
63000080,"Wenshan District, Taipei City",F,twins,38,,
63000080,"Wenshan District, Taipei City",M,triplets,0,,
63000080,"Wenshan District, Taipei City",F,triplets,0,,
63000070,"Wanhua District, Taipei City",M,singleton,552,,
63000070,"Wanhua District, Taipei City",F,singleton,535,,
63000070,"Wanhua District, Taipei City",F,twins,27,,
63000070,"Wanhua District, Taipei City",M,twins,23,,
63000070,"Wanhua District, Taipei City",M,triplets,0,,
63000070,"Wanhua District, Taipei City",F,triplets,0,,
63000060,"Datong District, Taipei City",M,singleton,404,,
63000060,"Datong District, Taipei City",F,singleton,384,,
63000060,"Datong District, Taipei City",F,twins,21,,
63000060,"Datong District, Taipei City",M,twins,16,,
63000060,"Datong District, Taipei City",M,triplets,0,,
63000060,"Datong District, Taipei City",F,triplets,0,,
63000050,"Zhongzheng District, Taipei City",M,singleton,516,,
63000050,"Zhongzheng District, Taipei City",F,singleton,467,,
63000050,"Zhongzheng District, Taipei City",M,twins,23,,
63000050,"Zhongzheng District, Taipei City",F,twins,23,,
63000050,"Zhongzheng District, Taipei City",M,triplets,3,,
63000050,"Zhongzheng District, Taipei City",F,triplets,0,,
63000040,"Zhongshan District, Taipei City",M,singleton,708,,
63000040,"Zhongshan District, Taipei City",F,singleton,673,,
63000040,"Zhongshan District, Taipei City",M,twins,37,,
63000040,"Zhongshan District, Taipei City",F,twins,37,,
63000040,"Zhongshan District, Taipei City",M,triplets,0,,
63000040,"Zhongshan District, Taipei City",F,triplets,0,,
63000030,"Daan District, Taipei City",M,singleton,841,,
63000030,"Daan District, Taipei City",F,singleton,796,,
63000030,"Daan District, Taipei City",M,twins,49,,
63000030,"Daan District, Taipei City",F,twins,49,,
63000030,"Daan District, Taipei City",M,triplets,0,,
63000030,"Daan District, Taipei City",F,triplets,0,,
63000020,"Xinyi District, Taipei City",M,singleton,675,,
63000020,"Xinyi District, Taipei City",F,singleton,623,,
63000020,"Xinyi District, Taipei City",F,twins,47,,
63000020,"Xinyi District, Taipei City",M,twins,38,,
63000020,"Xinyi District, Taipei City",M,triplets,0,,
63000020,"Xinyi District, Taipei City",F,triplets,0,,
63000010,"Songshan District, Taipei City",M,singleton,588,,
63000010,"Songshan District, Taipei City",F,singleton,524,,
63000010,"Songshan District, Taipei City",M,twins,35,,
63000010,"Songshan District, Taipei City",F,twins,34,,
63000010,"Songshan District, Taipei City",M,triplets,0,,
63000010,"Songshan District, Taipei City",F,triplets,0,,
10020020,"West District, Chiayi City",M,singleton,378,,
10020020,"West District, Chiayi City",F,singleton,354,,
10020020,"West District, Chiayi City",M,twins,29,,
10020020,"West District, Chiayi City",F,twins,23,,
10020020,"West District, Chiayi City",F,triplets,2,,
10020020,"West District, Chiayi City",M,triplets,1,,
10020010,"East District, Chiayi City",M,singleton,287,,
10020010,"East District, Chiayi City",F,singleton,284,,
10020010,"East District, Chiayi City",M,twins,7,,
10020010,"East District, Chiayi City",F,twins,5,,
10020010,"East District, Chiayi City",F,triplets,2,,
10020010,"East District, Chiayi City",M,triplets,1,,
10018030,"Xiangshan District, Hsinchu City",M,singleton,336,,
10018030,"Xiangshan District, Hsinchu City",F,singleton,286,,
10018030,"Xiangshan District, Hsinchu City",F,twins,25,,
10018030,"Xiangshan District, Hsinchu City",M,twins,18,,
10018030,"Xiangshan District, Hsinchu City",M,triplets,0,,
10018030,"Xiangshan District, Hsinchu City",F,triplets,0,,
10018020,"North District, Hsinchu City",F,singleton,524,,
10018020,"North District, Hsinchu City",M,singleton,482,,
10018020,"North District, Hsinchu City",M,twins,21,,
10018020,"North District, Hsinchu City",F,twins,17,,
10018020,"North District, Hsinchu City",M,triplets,0,,
10018020,"North District, Hsinchu City",F,triplets,0,,
10018010,"East District, Hsinchu City",M,singleton,857,,
10018010,"East District, Hsinchu City",F,singleton,813,,
10018010,"East District, Hsinchu City",M,twins,39,,
10018010,"East District, Hsinchu City",F,twins,30,,
10018010,"East District, Hsinchu City",M,triplets,3,,
10018010,"East District, Hsinchu City",F,triplets,0,,
10017070,"Xinyi District, Keelung City",M,singleton,149,,925
10017070,"Xinyi District, Keelung City",F,singleton,144,,839
10017070,"Xinyi District, Keelung City",F,twins,4,,37
10017070,"Xinyi District, Keelung City",M,twins,2,,19
10017070,"Xinyi District, Keelung City",M,triplets,0,,0
10017070,"Xinyi District, Keelung City",F,triplets,0,,0
10017060,"Anle District, Keelung City",M,singleton,210,,
10017060,"Anle District, Keelung City",F,singleton,171,,
10017060,"Anle District, Keelung City",M,twins,7,,
10017060,"Anle District, Keelung City",F,twins,3,,
10017060,"Anle District, Keelung City",M,triplets,0,,
10017060,"Anle District, Keelung City",F,triplets,0,,
10017050,"Zhongshan District, Keelung City",M,singleton,115,,
10017050,"Zhongshan District, Keelung City",F,singleton,111,,
10017050,"Zhongshan District, Keelung City",M,twins,6,,
10017050,"Zhongshan District, Keelung City",F,twins,2,,
10017050,"Zhongshan District, Keelung City",M,triplets,0,,
10017050,"Zhongshan District, Keelung City",F,triplets,0,,
10017040,"Ren'ai District, Keelung City",M,singleton,83,,
10017040,"Ren'ai District, Keelung City",F,singleton,70,,
10017040,"Ren'ai District, Keelung City",F,twins,2,,
10017040,"Ren'ai District, Keelung City",M,triplets,0,,
10017040,"Ren'ai District, Keelung City",F,triplets,0,,
10017040,"Ren'ai District, Keelung City",M,twins,0,,
10017030,"Ren'ai District, Keelung City",M,singleton,100,,
10017030,"Nuan Nuan District, Keelung City",F,singleton,97,,
10017030,"Nuan Nuan District, Keelung City",F,twins,5,,
10017030,"Nuan Nuan District, Keelung City",M,twins,3,,
10017030,"Nuan Nuan District, Keelung City",M,triplets,0,,
10017030,"Nuan Nuan District, Keelung City",F,triplets,0,,
10017020,"Qidu District, Keelung City",M,singleton,138,,
10017020,"Qidu District, Keelung City",F,singleton,122,,
10017020,"Qidu District, Keelung City",M,twins,6,,
10017020,"Qidu District, Keelung City",F,twins,4,,
10017020,"Qidu District, Keelung City",M,triplets,0,,
10017020,"Qidu District, Keelung City",F,triplets,0,,
10017010,"Zhongzheng District, Keelung City",M,singleton,130,,
10017010,"Zhongzheng District, Keelung City",F,singleton,124,,
10017010,"Zhongzheng District, Keelung City",M,twins,7,,
10017010,"Zhongzheng District, Keelung City",F,twins,5,,
10017010,"Zhongzheng District, Keelung City",M,triplets,0,,
10017010,"Zhongzheng District, Keelung City",F,triplets,0,,
10016060,"Qimei Township, Penghu County",M,singleton,26,,
10016060,"Qimei Township, Penghu County",F,singleton,11,,
10016060,"Qimei Township, Penghu County",M,triplets,0,,
10016060,"Qimei Township, Penghu County",F,triplets,0,,
10016060,"Qimei Township, Penghu County",M,twins,0,,
10016060,"Qimei Township, Penghu County",F,twins,0,,
10016050,"Wang'an Township, Penghu County",F,singleton,21,,
10016050,"Wang'an Township, Penghu County",M,singleton,20,,
10016050,"Wang'an Township, Penghu County",M,twins,4,,
10016050,"Wang'an Township, Penghu County",F,twins,2,,
10016050,"Wang'an Township, Penghu County",M,triplets,0,,
10016050,"Wang'an Township, Penghu County",F,triplets,0,,
10016040,"Xiyu Township, Penghu County",M,singleton,49,,
10016040,"Xiyu Township, Penghu County",F,singleton,37,,
10016040,"Xiyu Township, Penghu County",M,twins,3,,
10016040,"Xiyu Township, Penghu County",F,twins,1,,
10016040,"Xiyu Township, Penghu County",M,triplets,0,,
10016040,"Xiyu Township, Penghu County",F,triplets,0,,
10016030,"Baisha Township, Penghu County",F,singleton,45,,
10016030,"Baisha Township, Penghu County",M,singleton,43,,
10016030,"Baisha Township, Penghu County",M,twins,1,,
10016030,"Baisha Township, Penghu County",F,twins,1,,
10016030,"Baisha Township, Penghu County",M,triplets,0,,
10016030,"Baisha Township, Penghu County",F,triplets,0,,
10016020,"Huxi Township, Penghu County",F,singleton,70,,
10016020,"Huxi Township, Penghu County",M,singleton,68,,
10016020,"Huxi Township, Penghu County",F,twins,3,,
10016020,"Huxi Township, Penghu County",M,twins,1,,
10016020,"Huxi Township, Penghu County",M,triplets,0,,
10016020,"Huxi Township, Penghu County",F,triplets,0,,
10016010,"Magong City, Penghu County",M,singleton,256,,
10016010,"Magong City, Penghu County",F,singleton,229,,
10016010,"Magong City, Penghu County",M,twins,9,,
10016010,"Magong City, Penghu County",F,twins,7,,
10016010,"Magong City, Penghu County",M,triplets,0,,
10016010,"Magong City, Penghu County",F,triplets,0,,
10015130,"Zhuoxi Township, Hualien County",M,singleton,35,,
10015130,"Zhuoxi Township, Hualien County",F,singleton,28,,
10015130,"Zhuoxi Township, Hualien County",M,twins,2,,
10015130,"Zhuoxi Township, Hualien County",M,triplets,0,,
10015130,"Zhuoxi Township, Hualien County",F,triplets,0,,
10015130,"Zhuoxi Township, Hualien County",F,twins,0,,
10015120,"Wanrong Township, Hualien County",F,singleton,31,,
10015120,"Wanrong Township, Hualien County",M,singleton,25,,
10015120,"Wanrong Township, Hualien County",M,twins,1,,
10015120,"Wanrong Township, Hualien County",F,twins,1,,
10015120,"Wanrong Township, Hualien County",M,triplets,0,,
10015120,"Wanrong Township, Hualien County",F,triplets,0,,
10015110,"Xiulin Township, Hualien County",M,singleton,118,,
10015110,"Xiulin Township, Hualien County",F,singleton,111,,
10015110,"Xiulin Township, Hualien County",M,twins,2,,
10015110,"Xiulin Township, Hualien County",M,triplets,0,,
10015110,"Xiulin Township, Hualien County",F,triplets,0,,
10015110,"Xiulin Township, Hualien County",F,twins,0,,
10015100,"Fuli Township, Hualien County",F,singleton,26,,
10015100,"Fuli Township, Hualien County",M,singleton,22,,
10015100,"Fuli Township, Hualien County",M,triplets,0,,
10015100,"Fuli Township, Hualien County",F,triplets,0,,
10015100,"Fuli Township, Hualien County",M,twins,0,,
10015100,"Fuli Township, Hualien County",F,twins,0,,
10015090,"Ruisui Township, Hualien County",M,singleton,32,,
10015090,"Ruisui Township, Hualien County",F,singleton,32,,
10015090,"Ruisui Township, Hualien County",M,twins,1,,
10015090,"Ruisui Township, Hualien County",F,twins,1,,
10015090,"Ruisui Township, Hualien County",M,triplets,0,,
10015090,"Ruisui Township, Hualien County",F,triplets,0,,
10015080,"Fengbin Township, Hualien County",F,singleton,14,,
10015080,"Fengbin Township, Hualien County",M,singleton,13,,
10015080,"Fengbin Township, Hualien County",M,triplets,0,,
10015080,"Fengbin Township, Hualien County",F,triplets,0,,
10015080,"Fengbin Township, Hualien County",M,twins,0,,
10015080,"Fengbin Township, Hualien County",F,twins,0,,
10015070,"Guangfu Township, Hualien County",M,singleton,34,,
10015070,"Guangfu Township, Hualien County",F,singleton,20,,
10015070,"Guangfu Township, Hualien County",M,triplets,0,,
10015070,"Guangfu Township, Hualien County",F,triplets,0,,
10015070,"Guangfu Township, Hualien County",M,twins,0,,
10015070,"Guangfu Township, Hualien County",F,twins,0,,
10015060,"Shoufeng Township, Hualien County",F,singleton,52,,
10015060,"Shoufeng Township, Hualien County",M,singleton,45,,
10015060,"Shoufeng Township, Hualien County",M,triplets,0,,
10015060,"Shoufeng Township, Hualien County",F,triplets,0,,
10015060,"Shoufeng Township, Hualien County",M,twins,0,,
10015060,"Shoufeng Township, Hualien County",F,twins,0,,
10015050,"Ji'an Township, Hualien County",F,singleton,257,,
10015050,"Ji'an Township, Hualien County",M,singleton,235,,
10015050,"Ji'an Township, Hualien County",M,twins,10,,
10015050,"Ji'an Township, Hualien County",F,twins,8,,
10015050,"Ji'an Township, Hualien County",M,triplets,0,,
10015050,"Ji'an Township, Hualien County",F,triplets,0,,
10015040,"Xincheng Township, Hualien County",M,singleton,83,,
10015040,"Xincheng Township, Hualien County",F,singleton,73,,
10015040,"Xincheng Township, Hualien County",M,triplets,0,,
10015040,"Xincheng Township, Hualien County",F,triplets,0,,
10015040,"Xincheng Township, Hualien County",M,twins,0,,
10015040,"Xincheng Township, Hualien County",F,twins,0,,
10015030,"Yuli Township, Hualien County",F,singleton,59,,
10015030,"Yuli Township, Hualien County",M,singleton,48,,
10015030,"Yuli Township, Hualien County",F,twins,2,,
10015030,"Yuli Township, Hualien County",M,triplets,0,,
10015030,"Yuli Township, Hualien County",F,triplets,0,,
10015030,"Yuli Township, Hualien County",M,twins,0,,
10015020,"Fenglin Township, Hualien County",F,singleton,51,,
10015020,"Fenglin Township, Hualien County",M,singleton,40,,
10015020,"Fenglin Township, Hualien County",F,twins,2,,
10015020,"Fenglin Township, Hualien County",M,triplets,0,,
10015020,"Fenglin Township, Hualien County",F,triplets,0,,
10015020,"Fenglin Township, Hualien County",M,twins,0,,
10015010,"Hualien City, Hualien County",M,singleton,304,,
10015010,"Hualien City, Hualien County",F,singleton,288,,
10015010,"Hualien City, Hualien County",M,twins,6,,
10015010,"Hualien City, Hualien County",F,twins,4,,
10015010,"Hualien City, Hualien County",M,triplets,0,,
10015010,"Hualien City, Hualien County",F,triplets,0,,
10014160,"Lanyu Township, Taitung County",M,singleton,20,,
10014160,"Lanyu Township, Taitung County",F,singleton,19,,
10014160,"Lanyu Township, Taitung County",F,twins,4,,
10014160,"Lanyu Township, Taitung County",M,triplets,0,,
10014160,"Lanyu Township, Taitung County",F,triplets,0,,
10014160,"Lanyu Township, Taitung County",M,twins,0,,
10014150,"Daren Township, Taitung County",M,singleton,20,,
10014150,"Daren Township, Taitung County",F,singleton,8,,
10014150,"Daren Township, Taitung County",M,twins,1,,
10014150,"Daren Township, Taitung County",F,twins,1,,
10014150,"Daren Township, Taitung County",M,triplets,0,,
10014150,"Daren Township, Taitung County",F,triplets,0,,
10014140,"Jinfeng Township, Taitung County",M,singleton,15,,
10014140,"Jinfeng Township, Taitung County",F,singleton,14,,
10014140,"Jinfeng Township, Taitung County",M,triplets,0,,
10014140,"Jinfeng Township, Taitung County",F,triplets,0,,
10014140,"Jinfeng Township, Taitung County",M,twins,0,,
10014140,"Jinfeng Township, Taitung County",F,twins,0,,
10014130,"Yanping Township, Taitung County",F,singleton,22,,
10014130,"Yanping Township, Taitung County",M,singleton,19,,
10014130,"Yanping Township, Taitung County",M,twins,3,,
10014130,"Yanping Township, Taitung County",F,twins,1,,
10014130,"Yanping Township, Taitung County",M,triplets,0,,
10014130,"Yanping Township, Taitung County",F,triplets,0,,
10014120,"Haiduan Township, Taitung County",M,singleton,37,,
10014120,"Haiduan Township, Taitung County",F,singleton,21,,
10014120,"Haiduan Township, Taitung County",M,triplets,0,,
10014120,"Haiduan Township, Taitung County",F,triplets,0,,
10014120,"Haiduan Township, Taitung County",M,twins,0,,
10014120,"Haiduan Township, Taitung County",F,twins,0,,
10014110,"Ludao Township, Taitung County",M,singleton,22,,
10014110,"Ludao Township, Taitung County",F,singleton,11,,
10014110,"Ludao Township, Taitung County",M,triplets,0,,
10014110,"Ludao Township, Taitung County",F,triplets,0,,
10014110,"Ludao Township, Taitung County",M,twins,0,,
10014110,"Ludao Township, Taitung County",F,twins,0,,
10014100,"Dawu Township, Taitung County",F,singleton,16,,
10014100,"Dawu Township, Taitung County",M,singleton,14,,
10014100,"Dawu Township, Taitung County",M,twins,2,,
10014100,"Dawu Township, Taitung County",M,triplets,0,,
10014100,"Dawu Township, Taitung County",F,triplets,0,,
10014100,"Dawu Township, Taitung County",F,twins,0,,
10014090,"Taimali Township, Taitung County",F,singleton,34,,
10014090,"Taimali Township, Taitung County",M,singleton,20,,
10014090,"Taimali Township, Taitung County",M,twins,1,,
10014090,"Taimali Township, Taitung County",F,twins,1,,
10014090,"Taimali Township, Taitung County",M,triplets,0,,
10014090,"Taimali Township, Taitung County",F,triplets,0,,
10014080,"Changbin Township, Taitung County",M,singleton,17,,
10014080,"Changbin Township, Taitung County",F,singleton,14,,
10014080,"Changbin Township, Taitung County",M,triplets,0,,
10014080,"Changbin Township, Taitung County",F,triplets,0,,
10014080,"Changbin Township, Taitung County",M,twins,0,,
10014080,"Changbin Township, Taitung County",F,twins,0,,
10014070,"Donghe Township, Taitung County",F,singleton,14,,
10014070,"Donghe Township, Taitung County",M,singleton,13,,
10014070,"Donghe Township, Taitung County",M,triplets,0,,
10014070,"Donghe Township, Taitung County",F,triplets,0,,
10014070,"Donghe Township, Taitung County",M,twins,0,,
10014070,"Donghe Township, Taitung County",F,twins,0,,
10014060,"Chishang Township, Taitung County",M,singleton,37,,
10014060,"Chishang Township, Taitung County",F,singleton,21,,
10014060,"Chishang Township, Taitung County",M,triplets,0,,
10014060,"Chishang Township, Taitung County",F,triplets,0,,
10014060,"Chishang Township, Taitung County",M,twins,0,,
10014060,"Chishang Township, Taitung County",F,twins,0,,
10014050,"Luye Township, Taitung County",M,singleton,15,,
10014050,"Luye Township, Taitung County",F,singleton,13,,
10014050,"Luye Township, Taitung County",M,triplets,0,,
10014050,"Luye Township, Taitung County",F,triplets,0,,
10014050,"Luye Township, Taitung County",M,twins,0,,
10014050,"Luye Township, Taitung County",F,twins,0,,
10014040,"Beinan Township, Taitung County",M,singleton,51,,
10014040,"Beinan Township, Taitung County",F,singleton,45,,
10014040,"Beinan Township, Taitung County",M,twins,2,,
10014040,"Beinan Township, Taitung County",M,triplets,0,,
10014040,"Beinan Township, Taitung County",F,triplets,0,,
10014040,"Beinan Township, Taitung County",F,twins,0,,
10014030,"Guanshan Township, Taitung County",M,singleton,20,,
10014030,"Guanshan Township, Taitung County",F,singleton,14,,
10014030,"Guanshan Township, Taitung County",M,twins,1,,
10014030,"Guanshan Township, Taitung County",F,twins,1,,
10014030,"Guanshan Township, Taitung County",M,triplets,0,,
10014030,"Guanshan Township, Taitung County",F,triplets,0,,
10014020,"Chenggong Town, Taitung County",F,singleton,26,,
10014020,"Chenggong Town, Taitung County",M,singleton,21,,
10014020,"Chenggong Town, Taitung County",F,twins,1,,
10014020,"Chenggong Town, Taitung County",M,triplets,0,,
10014020,"Chenggong Town, Taitung County",F,triplets,0,,
10014020,"Chenggong Town, Taitung County",M,twins,0,,
10014010,"Taitung City, Taitung County",M,singleton,354,,
10014010,"Taitung City, Taitung County",F,singleton,299,,
10014010,"Taitung City, Taitung County",F,twins,7,,
10014010,"Taitung City, Taitung County",M,twins,4,,
10014010,"Taitung City, Taitung County",M,triplets,0,,
10014010,"Taitung City, Taitung County",F,triplets,0,,
10013330,"Peony Township, Pingtung County",F,singleton,15,,
10013330,"Peony Township, Pingtung County",M,singleton,13,,
10013330,"Peony Township, Pingtung County",M,triplets,0,,
10013330,"Peony Township, Pingtung County",F,triplets,0,,
10013330,"Peony Township, Pingtung County",M,twins,0,,
10013330,"Peony Township, Pingtung County",F,twins,0,,
10013320,"Lion Township, Pingtung County",F,singleton,22,,
10013320,"Lion Township, Pingtung County",M,singleton,20,,
10013320,"Lion Township, Pingtung County",M,triplets,0,,
10013320,"Lion Township, Pingtung County",F,triplets,0,,
10013320,"Lion Township, Pingtung County",M,twins,0,,
10013320,"Lion Township, Pingtung County",F,twins,0,,
10013310,"Chunri Township, Pingtung County",M,singleton,18,,
10013310,"Chunri Township, Pingtung County",F,singleton,15,,
10013310,"Chunri Township, Pingtung County",M,twins,4,,
10013310,"Chunri Township, Pingtung County",M,triplets,0,,
10013310,"Chunri Township, Pingtung County",F,triplets,0,,
10013310,"Chunri Township, Pingtung County",F,twins,0,,
10013300,"Laiyi Township, Pingtung County",M,singleton,45,,
10013300,"Laiyi Township, Pingtung County",F,singleton,33,,
10013300,"Laiyi Township, Pingtung County",M,triplets,0,,
10013300,"Laiyi Township, Pingtung County",F,triplets,0,,
10013300,"Laiyi Township, Pingtung County",M,twins,0,,
10013300,"Laiyi Township, Pingtung County",F,twins,0,,
10013290,"Taiwu Township, Pingtung County",M,singleton,24,,
10013290,"Taiwu Township, Pingtung County",F,singleton,24,,
10013290,"Taiwu Township, Pingtung County",M,triplets,0,,
10013290,"Taiwu Township, Pingtung County",F,triplets,0,,
10013290,"Taiwu Township, Pingtung County",M,twins,0,,
10013290,"Taiwu Township, Pingtung County",F,twins,0,,
10013280,"Majia Township, Pingtung County",M,singleton,21,,
10013280,"Majia Township, Pingtung County",F,singleton,17,,
10013280,"Majia Township, Pingtung County",M,triplets,0,,
10013280,"Majia Township, Pingtung County",F,triplets,0,,
10013280,"Majia Township, Pingtung County",M,twins,0,,
10013280,"Majia Township, Pingtung County",F,twins,0,,
10013270,"Wutai Township, Pingtung County",F,singleton,18,,
10013270,"Wutai Township, Pingtung County",M,singleton,10,,
10013270,"Wutai Township, Pingtung County",M,triplets,0,,
10013270,"Wutai Township, Pingtung County",F,triplets,0,,
10013270,"Wutai Township, Pingtung County",M,twins,0,,
10013270,"Wutai Township, Pingtung County",F,twins,0,,
10013260,"Sandimen Township, Pingtung County",M,singleton,34,,
10013260,"Sandimen Township, Pingtung County",F,singleton,32,,
10013260,"Sandimen Township, Pingtung County",M,triplets,0,,
10013260,"Sandimen Township, Pingtung County",F,triplets,0,,
10013260,"Sandimen Township, Pingtung County",M,twins,0,,
10013260,"Sandimen Township, Pingtung County",F,twins,0,,
10013250,"Fangshan Township, Pingtung County",M,singleton,10,,
10013250,"Fangshan Township, Pingtung County",F,singleton,9,,
10013250,"Fangshan Township, Pingtung County",M,triplets,0,,
10013250,"Fangshan Township, Pingtung County",F,triplets,0,,
10013250,"Fangshan Township, Pingtung County",M,twins,0,,
10013250,"Fangshan Township, Pingtung County",F,twins,0,,
10013240,"Manzhou Township, Pingtung County",M,singleton,12,,
10013240,"Manzhou Township, Pingtung County",F,singleton,7,,
10013240,"Manzhou Township, Pingtung County",M,triplets,0,,
10013240,"Manzhou Township, Pingtung County",F,triplets,0,,
10013240,"Manzhou Township, Pingtung County",M,twins,0,,
10013240,"Manzhou Township, Pingtung County",F,twins,0,,
10013230,"Checheng Township, Pingtung County",M,singleton,19,,
10013230,"Checheng Township, Pingtung County",F,singleton,18,,
10013230,"Checheng Township, Pingtung County",M,triplets,0,,
10013230,"Checheng Township, Pingtung County",F,triplets,0,,
10013230,"Checheng Township, Pingtung County",M,twins,0,,
10013230,"Checheng Township, Pingtung County",F,twins,0,,
10013220,"Liuqiu Township, Pingtung County",M,singleton,31,,
10013220,"Liuqiu Township, Pingtung County",F,singleton,22,,
10013220,"Liuqiu Township, Pingtung County",M,triplets,0,,
10013220,"Liuqiu Township, Pingtung County",F,triplets,0,,
10013220,"Liuqiu Township, Pingtung County",M,twins,0,,
10013220,"Liuqiu Township, Pingtung County",F,twins,0,,
10013210,"Jiadong Township, Pingtung County",M,singleton,55,,
10013210,"Jiadong Township, Pingtung County",F,singleton,51,,
10013210,"Jiadong Township, Pingtung County",M,triplets,0,,
10013210,"Jiadong Township, Pingtung County",F,triplets,0,,
10013210,"Jiadong Township, Pingtung County",M,twins,0,,
10013210,"Jiadong Township, Pingtung County",F,twins,0,,
10013200,"Nanzhou Township, Pingtung County",M,singleton,18,,
10013200,"Nanzhou Township, Pingtung County",F,singleton,18,,
10013200,"Nanzhou Township, Pingtung County",M,triplets,0,,
10013200,"Nanzhou Township, Pingtung County",F,triplets,0,,
10013200,"Nanzhou Township, Pingtung County",M,twins,0,,
10013200,"Nanzhou Township, Pingtung County",F,twins,0,,
10013190,"Linbian Township, Pingtung County",M,singleton,48,,
10013190,"Linbian Township, Pingtung County",F,singleton,32,,
10013190,"Linbian Township, Pingtung County",M,triplets,0,,
10013190,"Linbian Township, Pingtung County",F,triplets,0,,
10013190,"Linbian Township, Pingtung County",M,twins,0,,
10013190,"Linbian Township, Pingtung County",F,twins,0,,
10013180,"Kanding Township, Pingtung County",M,singleton,25,,
10013180,"Kanding Township, Pingtung County",F,singleton,25,,
10013180,"Kanding Township, Pingtung County",M,triplets,0,,
10013180,"Kanding Township, Pingtung County",F,triplets,0,,
10013180,"Kanding Township, Pingtung County",M,twins,0,,
10013180,"Kanding Township, Pingtung County",F,twins,0,,
10013170,"Xinyuan Township, Pingtung County",M,singleton,68,,
10013170,"Xinyuan Township, Pingtung County",F,singleton,64,,
10013170,"Xinyuan Township, Pingtung County",M,triplets,0,,
10013170,"Xinyuan Township, Pingtung County",F,triplets,0,,
10013170,"Xinyuan Township, Pingtung County",M,twins,0,,
10013170,"Xinyuan Township, Pingtung County",F,twins,0,,
10013160,"Fangliao Township, Pingtung County",F,singleton,59,,
10013160,"Fangliao Township, Pingtung County",M,singleton,57,,
10013160,"Fangliao Township, Pingtung County",F,twins,2,,
10013160,"Fangliao Township, Pingtung County",M,triplets,0,,
10013160,"Fangliao Township, Pingtung County",F,triplets,0,,
10013160,"Fangliao Township, Pingtung County",M,twins,0,,
10013150,"Xinpi Township, Pingtung County",M,singleton,30,,
10013150,"Xinpi Township, Pingtung County",F,singleton,28,,
10013150,"Xinpi Township, Pingtung County",M,triplets,0,,
10013150,"Xinpi Township, Pingtung County",F,triplets,0,,
10013150,"Xinpi Township, Pingtung County",M,twins,0,,
10013150,"Xinpi Township, Pingtung County",F,twins,0,,
10013140,"Zhutian Township, Pingtung County",M,singleton,32,,
10013140,"Zhutian Township, Pingtung County",F,singleton,31,,
10013140,"Zhutian Township, Pingtung County",M,triplets,0,,
10013140,"Zhutian Township, Pingtung County",F,triplets,0,,
10013140,"Zhutian Township, Pingtung County",M,twins,0,,
10013140,"Zhutian Township, Pingtung County",F,twins,0,,
10013130,"Neipu Township, Pingtung County",M,singleton,79,,
10013130,"Neipu Township, Pingtung County",F,singleton,76,,
10013130,"Neipu Township, Pingtung County",M,twins,6,,
10013130,"Neipu Township, Pingtung County",F,twins,2,,
10013130,"Neipu Township, Pingtung County",M,triplets,0,,
10013130,"Neipu Township, Pingtung County",F,triplets,0,,
10013120,"Wanluan Township, Pingtung County",M,singleton,69,,
10013120,"Wanluan Township, Pingtung County",F,singleton,54,,
10013120,"Wanluan Township, Pingtung County",M,twins,1,,
10013120,"Wanluan Township, Pingtung County",F,twins,1,,
10013120,"Wanluan Township, Pingtung County",M,triplets,0,,
10013120,"Wanluan Township, Pingtung County",F,triplets,0,,
10013110,"Gaoshu Township, Pingtung County",M,singleton,84,,
10013110,"Gaoshu Township, Pingtung County",F,singleton,67,,
10013110,"Gaoshu Township, Pingtung County",M,twins,2,,
10013110,"Gaoshu Township, Pingtung County",M,triplets,0,,
10013110,"Gaoshu Township, Pingtung County",F,triplets,0,,
10013110,"Gaoshu Township, Pingtung County",F,twins,0,,
10013100,"Yanpu Township, Pingtung County",F,singleton,66,,
10013100,"Yanpu Township, Pingtung County",M,singleton,63,,
10013100,"Yanpu Township, Pingtung County",M,twins,3,,
10013100,"Yanpu Township, Pingtung County",F,twins,1,,
10013100,"Yanpu Township, Pingtung County",M,triplets,0,,
10013100,"Yanpu Township, Pingtung County",F,triplets,0,,
10013090,"Ligang Township, Pingtung County",M,singleton,121,,
10013090,"Ligang Township, Pingtung County",F,singleton,117,,
10013090,"Ligang Township, Pingtung County",M,twins,5,,
10013090,"Ligang Township, Pingtung County",F,twins,1,,
10013090,"Ligang Township, Pingtung County",M,triplets,0,,
10013090,"Ligang Township, Pingtung County",F,triplets,0,,
10013080,"Jiuru Township, Pingtung County",M,singleton,63,,
10013080,"Jiuru Township, Pingtung County",F,singleton,53,,
10013080,"Jiuru Township, Pingtung County",M,twins,2,,
